id,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct
549,Mining Engineering,Rock blasting and drilling,10,"An emulsion explosive of specific gravity 1.25 is used for blasting in an iron ore formation having P-wave velocity of 3000 m/s and specific gravity of 3.20. For an explosive impedance to rock impedance ratio of 0.5, the desired velocity of detonation of the explosive in m/s is",3840,4000,4200,7680,0
550,Mining Engineering,Mining engineering fundamentals,10,The number of ways in which the letters in the word MINING can be arranged is,10.33,9.61,7.45,6.05,1
551,Mining Machinery & Materials Handling,Mining machinery and materials handling,10,"Ina belt conveyor system, function of the snub pulley is to",clean the inner surface of the belt,clean the outer surface of the belt,increase the angle of contact of belt with drive drum,decrease the belt tension,2
552,Mining Machinery & Materials Handling,Mining machinery and materials handling,10,Two meshing spur gear wheels of Module 6 have 24 and 42 teeth. The distance in mm between the centres of the gear wheels is,1000,198,126,72,1
553,Mine Ventilation & Environment,Mine ventilation and environment,10,"In an experiment to study coal dust explosibility, it is found that at least 3.0 g of limestone dust should be added to a sample of 2.0 g of coal dust to ensure that propagation of flame does not take place. The explosibility factor of coal dust is",60,20,6.7,1.5,3
554,Mining Engineering,Mine surveying,10,"A 20 m steel tape used in a mine survey is found to be 20 cm short when compared with a standard tape. If the measured volume of a dump using the tape is 4000 m?’, its actual volume in m” is",3881,3902,3920,4121,0
555,Mining Engineering,Mine surveying,10,"The boundary of a mine is plotted on a scale of 1:2000. If a planimeter measures the plotted area as 58 cm?, the actual mine area in m” is",5800,11600,23200,29000,2
556,Mining Machinery & Materials Handling,Mining machinery and materials handling,10,"A bucket wheel excavator with 20 buckets of capacity 0.5 m’ each, rotates at 5 rev/min. The bucket fill factor is 80%. The excavator loads on to 1200 mm wide belt conveyor. The cross-section area (m?) of the material on the belt is 0.1B?, where B is the belt width in m. The minimum speed of the belt in m/s to avoid spillage of material is",7.23,5.79,4.63,3.7,2
557,Mining Engineering,Mining engineering fundamentals,10,The value of L’n/z log (cosx) dx is,—glugz,—%logZ,glogz,%logZ,0
558,Mining Machinery & Materials Handling,Mining machinery and materials handling,10,"Given the following, Machine Component P. Dint header 1. Cowl Q. Coal plough 2. Cutting chain R. Road header 3. Loading apron S. Shearer 4. Static set of bits the correct match is","P-4,Q-2,R-3,S-1","P-3,Q-4,R-2,S-1","P-2,Q-3,R-4,S-1","P-2,Q-4,R-3,S-1",3
559,Mining Engineering,Mining engineering fundamentals,10,"Given the following, Rescue apparatus Characteristic P. Draeger BG-4 1. Open circuit chemical oxygen self-rescuer Q. MSA TW-65 2. Filter type self-rescuer R. Draeger Pulmotor 3. Self-contained breathing apparatus S. Oxyboks 4. Resuscitation apparatus the correct match is","P-3,Q-2,R-1,S-4","P-4, Q-1, R-2, S-3","P-3,Q-2,R-4, S-1","P-1, Q-4,R-3, S-2",2
560,Engineering Mathematics,Engineering mathematics,10,"Given the following, Equation/formula/law Application P. Bernoulli equation 1. Pressure loss in laminar flow of fluid Q. Poiscuille equation 2. Drag loss due to regular obstructions in fluid flow R. Bromilow’s formula 3. Energy conservation in ideal fluid flow S. Stokes law 4. Terminal settling velocity of fine particles in fluid the correct match is","P-3,Q-1,R-2,S-4","P-1,Q-3,R-2, S-4","P-2,Q-3,R-4, S-1","P-3, Q-1,R-4, S-2",0
561,Engineering Mathematics,Engineering mathematics,10,Given the following differential equation d%y dy _ = +7 ™ +12y =0 the general solution is,y = Ae* + Be™3*,y = Ae™* + Be™3*,y = Ae3* + Be™**,y = Ae** + Be3*,1
562,Mining Engineering,Rock mechanics and strata control,10,"Given the following, Mining method Technique P Thick seam extraction 1 Double unit face Q Bord and pillar extraction 2 Jet cutting R Longwall face development 3 Inclined slicing S Hydraulic mining 4 Half moon method the correct match is","P-3,Q-4,R-2, S-1","P-1, Q-4,R-2, S-3","P-3,Q-2,R-1,S-4","P-3,Q-4,R-1, S-2",3
563,"Mine Planning, Geostatistics & Economics",Mine planning and economics,10,"Given the following, Excavating/loading machine Transportation scheme P Bucket Wheel Excavator 1 Mine tub Q Continuous Miner 2 Armoured flexible chain conveyor R Shearer 3 Shiftable Conveyor S Load Haul Dumper 4 Shuttle car the correct match is","P-3,Q-2, R-4, S-1","P-3, Q-4,R-2, S-1","P-3,Q-2,R-1,S-4","P-1,Q-4, R-3, S-2",1
564,Mining Engineering,Rock mechanics and strata control,10,"The uniaxial compressive strength of a limestone sample is 80 MPa. The sample is confined at a pressure of 20 MPa in a triaxial compressive strength test. Based on Hoek-Brown failure criteria the maximum principal stress at failure in MPa is (consider rock constants as m =7.88,s = 1.0 and a=0.5)",117.9,132.3,137.9,157.9,3
565,Mining Engineering,Mining engineering fundamentals,10,The mine quantity in m'/s is,160,53.5,45.9,40,3
566,Mining Engineering,Mining engineering fundamentals,10,Anidentical fan is installed in the mine to operate in series with the existing fan. The new mine quantity in m /s is,75.6,56.7,50.8,30.2,2
567,Mining Engineering,Mining engineering fundamentals,10,The closing error of the traverse in mm is,205,20.5,2.05,0.205,0
568,Mining Engineering,Mine surveying,10,The reduced bearing of the closing error in degrees is,87.21,64.03,14.04,o,3
569,"Mine Planning, Geostatistics & Economics",Mine planning and economics,10,"Assuming linear relationship between the net value and grade, the break-even cut-off grade in % Fe is",52.2,54.7,58,62.2,1
570,"Mine Planning, Geostatistics & Economics",Mine planning and economics,10,"Assuming that the grade follows normal distribution with mean 62.7%, and standard deviation 10.0% (A portion of the standard normal distribution table is given below), z 0.00 0.01 0.02 0.03 0.04 0.6 0.72575 0.72907 0.73237 0.73565 0.73891 0.7 0.75803 0.76115 0.76424 0.76730 0.77035 0.8 0.78814 0.79103 0.79389 0.79673 0.79954 0.9 0.81594 0.81859 0.82121 0.82381 0.82639 1.0 0.84134 0.84375 0.84613 0.84849 0.85083 the percentage of waste in the deposit based on the break-even cut-off grade is",78.8,71.2,28.8,21.2,3
571,General Aptitude & Reasoning,English grammar and vocabulary,11,Choose the most appropriate word from the options given below to complete the following sentence. A person suffering from Alzheimer’s disease short-term memory loss.,experienced,has experienced,is experiencing,experiences,3
572,General Aptitude & Reasoning,English grammar and vocabulary,11,Choose the most appropriate word from the options given below to complete the following sentence. is the key to their happiness; they are satisfied with what they have.,Contentment,Ambition,Perseverance,Hunger,0
573,General Aptitude & Reasoning,Probability and statistics,11,"Which of the following options is the closest in meaning to the sentence below? “As a woman, I have no country.”",Women have no country.,Women are not citizens of any country.,Women’s solidarity knows no national boundaries.,Women of all countries have equal legal rights.,2
574,General Aptitude & Reasoning,Ratios and percentages,11,The population of a new city is S/million and is growing at 20% annually. How many years would it take to double at this growth rate?,3-4 years,4-5 years,5-6 years,6-7 years,0
575,General Aptitude & Reasoning,Logical reasoning,11,"Ina group of four children, Som is younger to Riaz. Shiv is elder to Ansu. Ansu is youngest in the group. Which of the following statements is/are required to find the eldest child in the group? Statements 1."" Shiv is younger to Riaz. 2. Shiv is elder to Som.",Statement 1by itself determines the eldest child.,Statement 2 by itself determines the eldest child.,Statements 1 and 2 are both required to determine the eldest child.,Statements 1 and 2 are not sufficient to determine the eldest child.,0
576,General Aptitude & Reasoning,Reading comprehension,11,"Moving into a world of big data will require us to change our thinking about the merits of exactitude. To apply the conventional mindset of measurement to the digital, connected world of the twenty-first century is to miss a crucial point. As mentioned earlier, the obsession with exactness is an artefact of the information-deprived analog era. When data was sparse, every data point was critical, and thus great care was taken to avoid letting any point bias the analysis. From “BIG DATA” Viktor Mayer-Schonberger and Kenneth Cukier The main point of the paragraph is",The twenty-first century is a digital world,Big data is obsessed with exactness,Exactitude is not critical in dealing with big data,Sparse data leads to a bias in the analysis,2
577,Mining Engineering,Mining engineering fundamentals,11,"The angle 5015'25"" is expressed in hours, minutes, and seconds as","1h20min 1,675","1""20m"" 16.00°","0""21Mn 1.67°","0h21™"" 16.00°",2
578,Surface & Underground Mining Methods,Surface and underground mining methods,11,"I d-fill stope, th in purp f back filling i",reduce ore dilution,prevent high stress concentrations in far field domain,prevent displacement due to dilation of fractured wall rock,improve ore rehandling,2
579,Mining Engineering,Mining engineering fundamentals,11,Bypass valve in a compressed oxygen type self-contained breathing apparatus is meant to,release accumulated nitrogen in the breathing bag,release excess pressure in the breathing bag,supply oxygen directly to wearer in case pressure reducing valve does net function,flush out the apparatus with oxygen on opening the cylinder valve,2
580,Mining Engineering,Rock mechanics and strata control,11,Which one of the followingis'the most likely mode of slope failure for waste dump,Circular,Wedge,Plane,Toppling,0
581,Mining Engineering,Mining engineering fundamentals,11,"Cyclone, bag filter and scrubber can be used for control of",water pollution,air pollution,soil pollution,noise pollution,1
582,Mining Engineering,Mining engineering fundamentals,11,A mine waste dump of pH 5.2 can be neutralized by adding,urea,calcium carbonate,sulphuric acid,sodium chloride,1
583,Mining Engineering,Mining engineering fundamentals,11,"The lengths and standard errors of three sections AB, BC, and CD of a straight line AD are given below AB =125.85£0.021 m; BC=205.7240.029 m; CD=246.2140.025 m The standard error in total length AD in m is",£0.0436,£0.0350,£0.0250,£0.0019,0
584,Mining Engineering,Mine surveying,11,"The bearing of side AB of a regular hexagon ABCDEF is S 50°10'E. If the station C is casterly from the station B, the whole circle bearing of the side BC is","65°15'25""","69°50'25""","69°15'25""","69°50°0""",3
585,Surface & Underground Mining Methods,Surface and underground mining methods,11,Match the following for ore handling operations in an underground metal mine Arrangement Description (P) Drawpoint (I) arrangement that prevents oversized rock to pass (Q) Ore pass (IT).a system of vertical or near vertical openings for transferring ore from a stope to a single delivery point (R) Grizzly (III) a place where ore can be loaded and removed (S) Finger raise (IV) a vertical or inclined opening used for transferring ore,"P-1V, Q-III, R-II, S-I","P-1IL, Q-1V, R-L, S-1I","P-I1, Q-IV, R-1, S-1II","P-11I, Q-I, R-IL, S-IV",1
586,"Mine Planning, Geostatistics & Economics",Mine planning and economics,11,"The following characteristic curves (P, Q, R, S) pertain to rotary drilling in rock. X X X X P Q R S Title of the curve I: Torque versus RPM 1I: Rate of penetration versus uniaxial compressive strength of rock 1IIL: Rate of penetration versus weight on bit 1v: Specific energy versus weight on bit Match the curves with their titles","P-III, Q-IV, R-I1, S-I","P-11, Q-1V, R-I, S-III","P-1V, Q-IIL, R-1I, S-I","P-1, Q-III, R-IL, S-IV",2
587,Mining Engineering,Rock blasting and drilling,11,"A centrifugal pump has a discharge rate of 2000 L of water per min against a total head of 200 m. If the pump efficiency is 75%, the input power to the pump in kW is",87.2,49.05,13.33,7.5,1
588,Mine Ventilation & Environment,Mine ventilation and environment,11,Match the following in the context of underground mine environment Instrument Measuring parameter P. Haldane apparatus L Humidity Q. Godbert-Greenwald apparatus II. _Air velocity R. Hygrometer II. Mine air composition S. Anemometer IV Ignition point temperature,"P-II, Q-I, R-II, S-IV","P-III, Q-IV, R-I, S-IT","P-1V, Q-II, R-IIL, S-1","P-I, Q-IIL R-1V, S-II",1
589,Mine Ventilation & Environment,Mine ventilation and environment,11,A waste water effluent has BODs of 80 mg/L and the reaction rate constant is 0.16 per day. The ultimate BOD in mg/L is,85,100,120,145,3
590,General Aptitude & Reasoning,English grammar and vocabulary,11,"Choose the appropriate word/phrase, out of the four options given below, to complete the following sentence: Apparent lifelessness dormant life.",harbours,leads to,supports,affects,0
591,General Aptitude & Reasoning,English grammar and vocabulary,11,Fill in the blank with the correct idiom/phrase. That boy from the town was a in the sleepy village.,dog out of herd,sheep from the heap,fish out of water,bird from the flock,2
592,General Aptitude & Reasoning,English grammar and vocabulary,11,Choose the statement where underlined word 1s used correctly.,"When the teacher eludes to different authors, he 15 being elusive.","When the thief keeps eluding the police, he 1s being elusive.",Matters that are difficult to understand. identify or remember are allusive,Mirages can be allusive. but a better way to express them 1s illusory.,1
593,General Aptitude & Reasoning,Logical reasoning,11,"Tanva 1s older than Eric. Cliff 15 older than Tanya. Enic 1s older than ClLiff If the first two statements are true, then the third statement 1s",TRUE,FALSE,Uncertain,Data insufficient,1
594,General Aptitude & Reasoning,Logical reasoning,11,"Given below are two statements followed by two conclusions. Assuming these statements to be true, decide which one logically follows. Statements: I No manager 1s a leader. II. All leaders are executives. Conclusions: I, No manager 1s an executive. II. No executive 1s a manager.",Only conclusion I follows.,Only conclusion II follows.,Neither conclusion I nor IT follows.,Both conclusions I and II follow.,2
595,General Aptitude & Reasoning,Geometry,11,"Right triangle PQR 1s to be constructed in the xy - plane so that the nght angle 1s at P and line PR 1s parallel to the x-axis. The x and y coordinates of P, Q. and R are to be integers that satisfy the mequalities: —4 < x < 5 and 6 < y = 16. How many different triangles could be constructed with these properties?",110,1.1,9.9,10,2
596,General Aptitude & Reasoning,Probability and statistics,11,A coin 1s tossed thrice. Let X' be the event that head occurs n each of the first two tosses. Let be the event that a tail occurs on the third toss. Let Z be the event that two tails occur in three tosses. Based on the above information. which one of the following statements 1s TRUE?,X and are not independent,and Z are dependent,Y and Z are independent,X and Z are independent,1
597,Mining Engineering,Rock mechanics and strata control,11,"Qut of the support categories given for an underground coal mine, identify the ‘active support.",wire mesh,shotcrete,fully grouted roof bolt,hydraulic prop,3
598,Mining Engineering,Rock mechanics and strata control,11,"Massive sandstone in immediate roof delays the local fall in goaf of a coal mine. Under this condition, crushing of the pillars at outbye side 1s called",coal bump,overriding of pillars,stiffening of pillars,spalling of pillars,1
599,Mining Engineering,Mine surveying,11,The angle in degrees at which a ridge line intersects contours is,0,30,45,90,3
600,Mining Machinery & Materials Handling,Mining machinery and materials handling,11,In a drum hoisting system through a vertical shaft. overwinding is prevented by,Lilly controller,detaching hook,caliper brake,safety catch,1
601,Surface & Underground Mining Methods,Surface and underground mining methods,11,The excess pore pressure 1n backfill matenial in a cut-and-fill stope leads to,reduction in strength of the wall rock,enhancement of bearing strength of fill,loss of shear resistance of fill,prevention of progressive failure of crown pillar,2
602,Mining Engineering,Rock blasting and drilling,11,The primary purpose of cut holes for blasting in an underground drivage is to,provide additional free face,have smooth surface after blasting,prevent over-breakage,reduce noise,0
603,Mining Engineering,Mine surveying,11,"In a triangle ABC. the bearings of the sides AB. BC. and CA are 60°. 130°. and 270° respectively. The interior angles A. B, and C in degrees respectively are","110.40, 30","40,110, 30",30.40.110,30.110. 40,3
604,Mine Ventilation & Environment,Mine ventilation and environment,11,"In a BOD test, 5 ml of wastewater 1s diluted with pure water to fill a 300 ml BOD bottle. The initial and final dissolved oxygen contents of the mix are 9.0 mg/l and 7.0 mg/l respectively. The BOD of the wastewater, in mg/l. 1s",2,10,120,600,2
605,Mining Engineering,Mining engineering fundamentals,11,Dilatancy of rock 1s associated with,increase in surface area after fragmentation,decrease in volume due to compression of rock,increase in shear strain due to cracking of rock,increase in volume due to cracking of rock,3
606,"Mine Planning, Geostatistics & Economics",Mine planning and economics,11,In a fully mechanised bord and pillar mining system. winning of coal and its transportation from the face 1s commonly carried out with the combination of,"continuous miner, shuttle car, feeder breaker and belt conveyor","continuous miner. LHD, feeder breaker and chain conveyor","continuous miner, SDL., feeder breaker and belt conveyor","contnuous miner, shuttle car, feeder breaker and chain conveyor",0
607,Mining Engineering,Mining engineering fundamentals,11,"In self-contamed chemical-oxygen self-rescuer, oxygen 1s produced by",Hopcalite,potassium peroxide,sodium hydroxide,Protosorb,1
608,Mining Engineering,Rock blasting and drilling,11,"In a 4.2 m wide and 3.0 m high gallery in a coal seam, twelve shot holes are blasted per round. The holes are charged with 2 explosive cartridges of 435 g each. If the powder factor of the blast 1s 2.2 tonne/kg and specific gravity of coal 1s 1.4, the pull per round of blast in m 1s",1.45,1.7,1.3,4.06,2
609,Mining Engineering,Rock mechanics and strata control,11,Match the following locations with support types in coal mines. Location Support type P. Roadway junctions 1. Powered support Q. Between adjacent panels 2. Chock and bolt R Longwall face 3. Back fill S. Goaf 4. Barrier pillar,P-2Q-3R-1.54,P-4Q-3R-1.52,P-2.Q4R-153,P-2.Q-3.R-45-1,2
610,Mining Engineering,Mining engineering fundamentals,11,"Copper ore of average grade 0.65% 15 mined, milled. smelted and then refined. The following information 1s available: Mill recovery rate : 85% Average grade in mill concentrate 1 20% Loss in smelting process : 5 kg/tonne of concentrate Loss in refining process : 2 kg/tonne of blister copper The amount of refined copper obtained per tonne of ore 1 kg 1s",5.1,5.37,552,6.5,1
611,General Aptitude & Reasoning,General aptitude,11,The volume of a sphere of diameter 1 unit is than the volume of a cube of side 1 unit.,least,less,lesser,low,1
612,General Aptitude & Reasoning,General aptitude,11,The unruly crowd demanded that the accused be without trial.,hanged,hanging,hankering,hung,0
613,General Aptitude & Reasoning,English grammar and vocabulary,11,Choose the statement(s) where the underlined word is used correctly: (i) A prone is a dried plum. (ii) He was lying prone on the floor. (iii) People who eat a lot of fat are prone to heart disease.,(i) and (iii) only,(iii) only,(i)and (i) only,(ii) and (iii) only,3
614,General Aptitude & Reasoning,Logical reasoning,11,"Fact: If it rains, then the field is wet. Read the following statements: (i) Itrains (ii) The field is not wet (iii) The field is wet (iv) Tt did not rain Which one of the options given below is NOT logically possible, based on the given fact?","If (iii), then (iv).","If (i), then (iii).","If (i), then (ii).","1If (i), then (iv).",2
615,General Aptitude & Reasoning,Probability and statistics,11,"A window is made up of a square portion and an equilateral triangle portion above it. The base of the triangular portion coincides with the upper side of the square. If the perimeter of the window is 6 m, the arca of the window in m’ is.",143,2.06,2.68,2.88,1
616,General Aptitude & Reasoning,Probability and statistics,11,"Students taking an exam are divided into two groups, P and Q such that each group has the same number of students. The performance of each of the students in a test was evaluated out of 200 marks. It was observed that the mean of group P was 105, while that of group Q was 85. The standard deviation of group P was 25, while that of group Q was 5. Assuming that the marks were distributed on a normal distribution, which of the following statements will have the highest probability of being TRUE?",No student in group Q scored less marks than any student in group P.,No student in group P scored less marks than any student in group Q.,Most students of group Q scored marks in a narrower range than students in group P.,The median of the marks of group P is 100.,2
617,General Aptitude & Reasoning,Reading comprehension,11,"A smart city integrates all modes of transport, uses clean energy and promotes sustainable use of resources. It also uses technology to ensure safety and security of the city, something which critics argue, will lead to a surveillance state. Which of the following can be logically inferred from the above paragraph? ) All smart cities encourage the formation of surveillance states. (ii) Surveillance is an integral part of a smart city. (i) Sustainability and surveillance go hand in hand in a smart city. (iv) There is a perception that smart cities promote surveillance.",(i) and (iv) only,(ii) and (iii) only,(iv) only,(i) only,2
618,General Aptitude & Reasoning,Sequences and patterns,11,"Find the missing sequence in the letter series. B,FH,LNP,.",SUWY,TUVW,TVXZ,TWXZ,2
619,Mining Engineering,Rock blasting and drilling,11,Identify the correct statement. NONEL is used for surface connection of the blast holes in order to,achieve better water resistance over detonating fuse,have a precise delay timing,provide noiseless shock front movement,avoid deflagration,2
620,Mining Engineering,Rock blasting and drilling,11,Identify the initiation sequence which is NOT possible for surface blasting.,Detonating fuse >Nonel-> Electronic detonator,Electric detonator>Nonel>Detonating fuse,Electric detonator—> Detonating fuse > Nonel,Electronic detonator—> Detonating fuse = Nonel,0
621,Mining Engineering,Rock blasting and drilling,11,Parallel holes at right angles to the face with some holes uncharged are associated with the following shot hole pattern,drag cut,wedge cut,pyramid cut,burn cut,3
622,Mining Engineering,Rock mechanics and strata control,11,"Bieniawski’s Rock Mass Rating considers the parameters: RQD, spacing of joints, condition of joints, ground water condition, and",tensile strength,uniaxial compressive strength,shear strength,buckling strength,1
623,Mining Engineering,Rock mechanics and strata control,11,The support system followed along the goaf edge in a depillaring panel is,rope stitching,cable bolting,wooden/steel chock,hydraulic prop,2
624,Mining Engineering,Rock mechanics and strata control,11,Which one of the following ropes CANNOT be an effective cable bolt?,locked coil wire rope,Langs lay wire rope,ordinary lay wire rope,bird-caged wire rope,0
625,Mining Engineering,Mining engineering fundamentals,11,"In metalliferous mines, the sublevel interval does NOT depend on",capacity of drilling equipment,capacity of loading equipment,strength of rib pillar,strength of wall rock,1
626,Mining Engineering,Mining engineering fundamentals,11,Jack hammer does NOT contain,pawl and ratchet,gear box,rifle bar,piston,1
627,Mine Ventilation & Environment,Mine ventilation and environment,11,"At the inlet of a mine roadway, the dry and wet bulb temperatures of air are 38°Cand 29°C, respectively. At the outlet, the corresponding temperatures are 32°C and 29°C, respectively. The process of heat transfer in the airway is described as",evaporative cooling,sensible cooling,sensible heating,dehumidification,0
628,Mining Engineering,Mining engineering fundamentals,11,"Underground coal mines are in principle ventilated by exhausting system, so that",spontaneous heating risk is reduced,fumes can be quickly removed in case of an underground fire,build-up of methane concentration is decreased,cool and fresh intake air can enter underground,2
629,Mining Engineering,Mining engineering fundamentals,11,Identify the WRONG statement. Pit bottom air lock,prevents the short circuiting of air when the flow is reversed in coal mines,has at least three doors,has at least one door that has provision for latching,all doors are in principle designed to open towards high pressure side of the air,2
630,Mining Engineering,Mining engineering fundamentals,11,Identify the WRONG statement. The ‘temperature inversion’ of the atmosphere in surface mines aggravates the problem of,airborne dust,noise,ground vibrations,visibility,2
631,Mining Engineering,Mining engineering fundamentals,12,"In a CO self rescuer, the purpose of the calcium bromide and lithium chloride mixture is to",dry the incoming air,"convert the CO catalytically to CO,",absorb and thereby neutralise CO,cool the inhaled air from excess exothermic heat due to chemical reaction,0
632,"Mine Planning, Geostatistics & Economics",Mine planning and economics,12,IRR of a project is the discount rate at which,profit after tax is zero,written down value of the project is zero,revenue from the project is zero,NPV is zero,3
633,Mining Engineering,Mining engineering fundamentals,12,"The three axes comprising the numerical codification of resources, as per the UNFC, are","Economic Viability, Geological Assessment, Geotechnical Assessment","Geological Assessment, Environmental Assessment, Feasibility Assessment","Feasibility Assessment, Geological Assessment, Mining Assessment","Economic Viability, Geological Assessment, Feasibility Assessment",3
634,Mining Engineering,Rock blasting and drilling,12,Match the following for a typical slurry explosive. Chemical Purpose P. Calcium nitrate 1. Cross linking agent Q. Potassium dichromate 2. Gelling agent R. INT 3. Oxidiser S. Starch 4. Fuel,"P-1,Q-2,R-3,S4","P-2, Q-4, R-3, S-1","P-3,Q-1, R-4, S-2","P-4, Q-3,R-2, S-1",2
635,"Mine Planning, Geostatistics & Economics",Mine planning and economics,12,"Match the following mechanical properties with the formulae Mechanical property Formula P. Modulus of elasticity 1. c+o,tang Q' Compressive Strength 2. gla!eml /glongimdina] R. Shear Strength 3.ole S. Poisson’s ratio 4. F | nr?","P-1,Q-2,R-3,S-4","P-1, Q-4, R-3, S-2","P-3,Q-4,R-1,S-2","P-3,Q-2,R-1, 54",2
636,Mining Machinery & Materials Handling,Mining machinery and materials handling,12,Match the following: Haulage unit Safety device P. Friction winder 1. Run-away switch Q. Drum winder 2. Lilly controller R. Direct rope haulage 3. Regenerative braking S. Endless rope haulage 4. Monkey/back catch,"P-1,Q-2,R-3,S-4","P-3, Q-2, R-1, S-4","P-1,Q-3,R4, S-2","P-2, Q-3,R-1, S-4",3
637,General Aptitude & Reasoning,General aptitude,12,The bacteria in milk are destroyed when it heated to 80 degree Celsius.,would be,will be,is,was,2
638,General Aptitude & Reasoning,General aptitude,12,with someone else’s email account is now a very serious offence.,Involving,Assisting,Tampering,Incubating,2
639,General Aptitude & Reasoning,English grammar and vocabulary,12,Consider the following sentences: All benches are beds. No bed is a bulb. Some bulbs are lamps. Which of the following can be inferred? 1. Some beds are lamps. ii. Some lamps are beds.,Only i,Only ii,Both i and ii,Neither i nor ii,3
640,General Aptitude & Reasoning,Ratios and percentages,12,If the radius of a right circular cone is increased by 50%. its volume increases by,75%,100%,125%,237.50%,2
641,General Aptitude & Reasoning,Probability and statistics,12,The old concert hall was demolished because of fears that the foundation would be affected by the construction of the new metro line in the area. Modern technology for underground metro construction tried to mitigate the impact of pressurized air pockets created by the excavation of large amounts of soil. But even with these safeguards. it was feared that the soil below the concert hall would not be stable. From this. one can infer that,the foundations of old buildings create pressurized air pockets underground. which are difficult to handle during metro construction.,metro construction has to be done carefully considering its impact on the foundations of existing buildings.,old buildings in an area form an impossible hurdle to metro construction in that area.,pressurized air can be used to excavate large amounts of soil from underground areas.,1
642,General Aptitude & Reasoning,General aptitude,12,Two machines M1 and M2 are able to execute any of four jobs P. Q. R and S. The machines can perform one job on one object at a time. Jobs P. Q. R and S take 30 minutes. 20 minutes. 60 minutes and 15 minutes each respectively. There are 10 objects each requiring exactly 1 job. Job P is to be performed on 2 objects. Job Q on 3 objects. Job R on 1 object and Job S on 4 objects. What is the minimum time needed to complete all the jobs?,2 hours,2.5 hours,3 hours,3.5 hours,0
643,Mining Engineering,Rock mechanics and strata control,12,If only two members form a truss joint and no external load or support reaction is applied to the joint. the members,have infinite force,have equal but opposite force,are zero-force members,have unequal forces,2
644,Mining Engineering,Rock blasting and drilling,12,A multi-point borehole extensometer is used to monitor,convergence between the roof and the floor,strain between fixed points along a borehole,strain between the anchor point and the reference point on the surface,changing distances between fixed points along a borehole,3
645,Mining Engineering,Mining engineering fundamentals,12,Minerals A and B are produced from a deposit. Minerals A and B will be called coproducts if,economics of mining depends upon the extraction of either mineral A or B,economics of mining depends upon the extraction of both the minerals A and B,mineral B is produced economically and mineral A is an additional benefit,minerals A and B are produced in equal quantity,1
646,"Mine Planning, Geostatistics & Economics",Geostatistics,12,Semi-variogram modeling is used for reserve estimation of mineral deposit by,polygonal method,distance weighting method,geostatistical method,nearest neighbor method,2
647,"Mine Planning, Geostatistics & Economics",Mine planning and economics,12,Which one of the following does NOT belong to the direct operating cost of a mine?,Administrative cost,Royalty,Fuel cost,Explosive cost,0
648,Mining Engineering,Mining engineering fundamentals,12,Lane’s algorithm is applied to determine,mill cut-off grade,mine production rate,operating cost,ultimate pit,0
649,Mining Engineering,Rock mechanics and strata control,12,"In an underground coal mine a driller. wearing personal protective equipment, was going to workplace along the travelling roadway. A piece of rock fell down from the roof and hit the person on head causing serious injury. The cause of accident is",unsafe act of the driller,job stress,unsafe act and unsafe condition,unsafe condition,3
650,"Mine Planning, Geostatistics & Economics",Mine planning and economics,12,"In a PERT network. the “time estimates™ of an activity are the following: Optimistic time - 2 days. Most likely time - 4 days, and Pessimistic time - 12 days. The expected time and standard deviation of the activity in days are respectively",6.0 and 2.78,5.0 and 1.66,6.0 and 1.66,5.0 and 2.78,1
651,Mine Ventilation & Environment,Mine ventilation and environment,12,"A deeply seated ore body dips at 70"" having an average width of 60 m. The ore body. hanging wall, and footwall are competent. The suitable stoping method for this ore body is",Post pillar cut and fill,Shrinkage stoping,Transverse sublevel caving,Transverse sublevel open stoping,3
652,Mining Engineering,Mining engineering fundamentals,12,The “yellow boy” formed due to acid mine drainage mainly consists of,Ferrous hydroxide,Ferrous sulfate,Ferric hydroxide,Ferric sulfate,2
653,Mining Machinery & Materials Handling,Mining machinery and materials handling,12,The strength of a stranded wire rope is proportional to,the diameter of the rope,square of the diameter of the rope,square root of the diameter of the rope,inverse of the diameter of the rope,1
654,Mining Engineering,Mining engineering fundamentals,12,A 20 m thick and 30 m wide confined aquifer has two monitoring wells spaced 500 m apart along the direction of groundwater flow. The difference in water level between the wells is 2 m. The hydraulic conductivity is 50 m/day. The rate of flow in m*/day is,4,12,40,120,3
655,Engineering Mathematics,Engineering mathematics,12,If the rank of the following matrix is less than 3. the values of x are 1 X X a=lxr 1 X x 1,1.—1/2,"1,1/2",2.-1/4,2.-3/4,0
656,Mining Engineering,Mine surveying,12,Match the special methods of shaft sinking with rock mass conditions and scope of application. Special methods Rock mass condition Scope of application A. Shaft boring P. Loose ground without 1. Any depth intrusion of hard rocks or boulders B. Cement grouting | Q. Highly jointed rock filled 2. Up to 30 m from surface with water C. Caisson method R. All types of water bearing | 3. Up to 1000 m rocks D. Freezing S. Moderately strong rocks 4. Less than 600 m from surface,A-S-3. B-R-2. C-Q-1. D-P4,A-P-2. B-Q-1. C-S-4. D-R-3,A-R-3. B-P-1. C-S-2. D-Q4,"A-S-4, B-Q-1. C-P-2, D-R-3",3
657,General Aptitude & Reasoning,Vocabulary,12,"John Thomas, an __________ writer, passed away in 2018.",imminent,prominent,eminent,dominant,2
