id,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct
84,Geomechanics & Ground Control,Mohr-Coulomb failure,2,"A rock mass is subjected to a major principal stress of 10 MPa and a minor principal stress of 5 MPa. The cohesion of the rock is 100 kPa. The angle of internal friction is 30°. What is the critical state of stress at failure, according to the Mohr-Coulomb failure criterion?","σ1 = 12.5 MPa, σ3 = 2.5 MPa","σ1 = 15 MPa, σ3 = 0 MPa","σ1 = 10 MPa, σ3 = 5 MPa","σ1 = 12.5 MPa, σ3 = 5 MPa",0
85,Geomechanics & Ground Control,Mohr-Coulomb failure,2,"A rock mass has a cohesion of 250 kPa and an angle of internal friction of 30°. If the major principal stress is 800 kPa, what is the minor principal stress (σ₂) at failure?",600 kPa,550 kPa,650 kPa,750 kPa,2
86,Geomechanics & Ground Control,Mohr-Coulomb failure,2,A rock mass is subjected to a major principal stress of 10 MPa and a minor principal stress of 5 MPa. The cohesion (c) of the rock is 0.5 MPa. What is the angle of internal friction (φ) if the rock fails in Mohr-Coulomb failure criterion?,10°,20°,30°,45°,2
87,Geomechanics & Ground Control,Mohr-Coulomb failure,2,"A rock mass has a uniaxial compressive strength of 25 MPa and a tensile strength of 2.5 MPa. If the major principal stress is 15 MPa and the minor principal stress is 5 MPa, what is the critical state of stress at the point of failure according to the Mohr-Coulomb failure criterion?",10 MPa (tensile),12 MPa (tensile),15 MPa (compressive),17 MPa (compressive),2
88,Geomechanics & Ground Control,Mohr-Coulomb failure,2,"A rock mass has a cohesion (c) of 150 kPa and an angle of internal friction (φ) of 30°. If the major principal stress (σ1) is 800 kPa and the minor principal stress (σ3) is 200 kPa, what is the Mohr-Coulomb failure criterion?",σ1 - σ3 = 600 kPa,σ1 - σ3 = 600 kPa + 2c tan(φ),σ1 - σ3 = 600 kPa + 2c tan(φ) - p,σ1 - σ3 = 600 kPa - 2c tan(φ),1
89,Geomechanics & Ground Control,Mohr-Coulomb failure,2,"A rock mass has a cohesion (c) of 0.5 MPa and an angle of internal friction (φ) of 30°. If the major principal stress (σ1) is 5 MPa and the minor principal stress (σ3) is 2 MPa, what is the value of the shear strength (τ) according to the Mohr-Coulomb failure criterion?",1.25 MPa,2.12 MPa,3.53 MPa,4.78 MPa,2
90,Geomechanics & Ground Control,Mohr-Coulomb failure,2,"A rock mass with a cohesion of 0.2 MPa and an angle of internal friction of 30° is subjected to a major principal stress of 5 MPa. If the rock mass is assumed to fail according to the Mohr-Coulomb criterion, what is the minimum minor principal stress required to cause failure?",1.67 MPa,2.00 MPa,2.50 MPa,3.33 MPa,2
91,"Mine Planning, Geostatistics & Economics",Net Present Value,2,"A mining project has an initial investment of ₹ 100 lakhs and an estimated annual production of 50,000 tonnes of ore. The ore is valued at ₹ 2.5 lakhs per tonne. The project is expected to operate for 10 years. If the discount rate is 12% per annum, what is the Net Present Value (NPV) of the project?",₹ 15.93 crores,₹ 16.23 crores,₹ 16.53 crores,₹ 16.83 crores,1
92,"Mine Planning, Geostatistics & Economics",Net Present Value,2,"A mining project requires an initial investment of ₹ 10 crores. The estimated annual cash inflow is ₹ 2.5 crores. The project is expected to operate for 5 years. The discount rate is 12% per annum. What is the Net Present Value (NPV) of the project, rounded to the nearest integer?",₹ 1.23 crores,₹ 1.25 crores,₹ 1.29 crores,₹ 1.32 crores,2
93,"Mine Planning, Geostatistics & Economics",Net Present Value,2,"A mining company is planning to invest in a new project with an initial investment of ₹ 10,000,000. The project is expected to generate annual cash flows of ₹ 5,000,000 for 5 years, followed by a perpetual annuity of ₹ 2,000,000 per year. If the discount rate is 12% per annum, what is the Net Present Value (NPV) of the project?","₹ 12,345,678","₹ 13,456,789","₹ 14,567,890","₹ 15,678,901",0
94,"Mine Planning, Geostatistics & Economics",Net Present Value,2,"A mining project has an initial investment of ₹ 10 million and an estimated annual revenue of ₹ 2.5 million. The project is expected to last for 5 years. Assuming a discount rate of 12% per annum, what is the Net Present Value (NPV) of the project?",₹ 1.15 million,₹ 1.25 million,₹ 1.35 million,₹ 1.45 million,2
95,"Mine Planning, Geostatistics & Economics",Net Present Value,2,"A mining project has an initial investment of ₹ 10,00,000 and an estimated annual revenue of ₹ 15,00,000 for 5 years. If the discount rate is 12% per annum, what is the Net Present Value (NPV) of the project?","₹ 3,47,000","₹ 3,82,000","₹ 4,17,000","₹ 4,52,000",0
96,"Mine Planning, Geostatistics & Economics",Net Present Value,2,A mining project requires an initial investment of ₹ 10 crores. The project is expected to generate a revenue of ₹ 1.5 crores per annum for 5 years. The discount rate is 12% per annum. What is the Net Present Value (NPV) of the project?,₹ 7.32 crores,₹ 7.45 crores,₹ 7.58 crores,₹ 7.71 crores,2
97,"Mine Planning, Geostatistics & Economics",Mine Planning,2,"A mine is being planned to extract 100,000 tonnes of ore per year for the next 10 years. The initial investment required is ₹ 50 crores. The annual operating cost is ₹ 15 crores, and the annual revenue is ₹ 25 crores. Assuming a discount rate of 10% and a life of mine of 10 years, what is the Net Present Value (NPV) of the mine?",₹ 75 crores,₹ 150 crores,₹ 225 crores,₹ 300 crores,2
98,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A mine survey traverse consists of 8 lines with a total length of 1200 m. If the traverse closing error is 1.2 m using Bowditch rule, what is the sensitivity of the traverse?",0.0001,0.001,0.01,0.1,2
99,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A mine survey traverse has the following measurements: AB = 100 m, BC = 120 m, CD = 90 m, DA = 150 m. Using the Bowditch rule, calculate the closing error in the traverse. If the error is within the acceptable limit of 0.1%, what is the sensitivity of the leveling?",0.04 m,0.05 m,0.06 m,0.07 m,0
100,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A mine survey traverse is conducted using a theodolite with an EDM instrument. The traverse is closed using the Bowditch rule. If the calculated closing error is 1.2 mm and the traverse length is 10.5 km, what is the sensitivity of the EDM instrument in mm/m?",0.11 mm/m,0.12 mm/m,0.13 mm/m,0.14 mm/m,2
101,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A mine survey traverse has the following angles and distances: ∠A = 60°, ∠B = 90°, ∠C = 120°, AB = 50 m, BC = 75 m, CA = 100 m. If the calculated value of ∠A using the Bowditch rule is 60.000°, what is the traverse closing error in seconds of arc?",6.4,7.2,8.0,9.6,2
102,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A mine survey traverse consists of 5 lines with the following bearings and distances: Line 1: N 30° E, 100 m; Line 2: N 60° E, 120 m; Line 3: N 90° E, 150 m; Line 4: S 90° E, 150 m; Line 5: S 60° E, 120 m. The closing error is 0.5 m. Using the Bowditch rule, what is the probable error in the traverse?",0.25 m,0.30 m,0.35 m,0.40 m,2
103,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,A traverse is closed using the Bowditch rule. The sum of the easting and northing closures are 0.15 m and 0.20 m respectively. The length of the traverse is 500 m. What is the magnitude of the traverse closing error?,0.0003 m,0.0006 m,0.0012 m,0.0024 m,2
104,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A mine survey traverse consists of 5 stations. The latitude and departure of the closing line are 120.0 m and 30.0 m respectively. The cumulative latitude and departure errors are 0.5 m and 0.2 m respectively. Using the Bowditch rule, what is the closing error in the traverse?",0.5 m,0.6 m,0.7 m,0.8 m,2
105,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A mine survey traverse is closed using Bowditch's rule. The traverse has a total length of 10.5 km. If the closing error is 1.8 m and the traverse is closed with a cumulative error of 0.12 m, what is the sensitivity of the traverse?",0.001 Ns²/m⁸,0.012 Ns²/m⁸,0.012 kN/m,0.12 MPa/m,1
106,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A mine traverse is closed using the Bowditch rule. If the closing error is 0.05 m and the length of the traverse is 5.2 km, what is the sensitivity of the traverse?",0.0096 m/km,0.0097 m/km,0.0098 m/km,0.0099 m/km,2
107,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A traverse has been measured using the Bowditch rule. The closing error is found to be 2.5 m. If the traverse is to be adjusted, what is the correction to be applied to the last line of the traverse, if the length of the last line is 120 m?",2.5 m,1.25 m,0.625 m,3.125 m,2
108,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A mine traverse is conducted using a theodolite. The Bowditch rule is applied to compute the closing error. If the cumulative error in latitude is 1.2' and the cumulative error in departure is 2.5', what is the magnitude of the closing error in meters?",0.0005 m,0.0012 m,0.0025 m,0.0050 m,2
109,Mine Surveying & Geomatics,Bowditch rule traverse closing error,2,"A mine survey traverse is conducted using a total station with an EDM accuracy of ±2 mm + 2 ppm. If the traverse is closed using the Bowditch rule, and the closing error is found to be 1.5 m, what is the probable cause of this error?",Insufficient number of checkpoints,Inaccurate EDM measurements,Incorrect application of the Bowditch rule,"Leveling sensitivity exceeding 1:10,000",1
110,Mine Ventilation & Environment,Atkinson's friction law,2,"A mine ventilation fan is installed in a 100 m long duct with a diameter of 2 m. The air flow rate is 10 m³/s. The pressure drop due to friction is given by Atkinson's friction law as ΔP = (f ⋆ L / D) ⋆ (ρ ⋆ V² / 2). If the friction factor f is 0.02, the density of air ρ is 1.2 kg/m³, and the velocity V is 5 m/s, what is the pressure drop ΔP in kPa?",0.06 kPa,0.12 kPa,0.24 kPa,0.48 kPa,2
111,Mine Ventilation & Environment,Atkinson's friction law,2,"A mine ventilation fan is installed to handle a flow rate of 1.2 m³/s. The fan's characteristic curve shows that the head developed by the fan is 10 m of water when the flow rate is 1.2 m³/s. Using Atkinson's friction law, the friction loss (in kN) in a 100 m long mine airway with a diameter of 2.5 m and a velocity of 10 m/s is approximately:",0.5 kN,1.0 kN,1.5 kN,2.0 kN,2
112,Mine Ventilation & Environment,Atkinson's friction law,2,"A mine ventilation fan is operating at a flow rate of 2.5 m³/s and a pressure of 10 kPa. The fan's characteristic curve shows a head loss of 5 Ns²/m⁸ at this operating point. Using Atkinson's friction law, what is the equivalent head loss due to friction in the duct, if the velocity head is 2.5 Ns²/m⁸?",3.5 Ns²/m⁸,4.0 Ns²/m⁸,4.5 Ns²/m⁸,5.0 Ns²/m⁸,2
113,Mine Ventilation & Environment,Atkinson's friction law,2,"A ventilation system in a coal mine has a fan with a characteristic curve that is a straight line with a slope of 0.8 kN/m³/s. The Atkinson's friction law is given by f = 0.2 (V^2 / g) (dP / dx). If the air flow rate is 1.5 m³/s, the pressure drop (dP) over a distance of 100 m is measured to be 20 kPa. What is the value of the friction factor (f) in Ns²/m⁸?",0.3 Ns²/m⁸,0.5 Ns²/m⁸,0.7 Ns²/m⁸,1.0 Ns²/m⁸,2
114,Mine Ventilation & Environment,Atkinson's friction law,2,"A mine ventilation system uses a fan to move 200 m³/s of air through a 1.5 m diameter pipe with a length of 1000 m. The air has a density of 1.2 kg/m³. If the fan's power is 100 kW, what is the pressure drop (in kPa) across the fan, assuming a friction factor of 0.02 and neglecting minor losses?",5.3 kPa,6.2 kPa,7.1 kPa,8.0 kPa,2
115,Mine Ventilation & Environment,Atkinson's friction law,2,"A mine ventilation system consists of a 100 m long, 1.2 m diameter steel pipe with a roughness of 0.05 mm. The air flow rate is 10 m³/s. If the pressure drop due to friction is 10 kPa, what is the value of the friction factor (f) using Atkinson's friction law?",0.006,0.012,0.018,0.024,1
116,Mine Ventilation & Environment,Atkinson's friction law,2,"A ventilation system in a mine has a straight run of 100 m long and 1.5 m² cross-sectional area. The air flow rate is 10 m³/s. The pressure drop due to friction is given by Atkinson's law as ΔP = (f · L · ρ · v²) / (2 · D). If the friction factor f is 0.02, the air density ρ is 1.2 kg/m³, and the pipe diameter D is 0.5 m, what is the pressure drop ΔP in kPa?",0.24 kPa,2.4 kPa,24 kPa,240 kPa,2
117,Mine Ventilation & Environment,Atkinson's friction law,2,"A mine air fan is installed in a 1.5 m diameter, 100 m long rectangular duct with a uniform velocity of 10 m/s. The air is at a temperature of 25°C and a pressure of 101.3 kPa. Using Atkinson's friction law, what is the pressure drop (in kPa) across the fan?",0.15 kPa,0.30 kPa,0.45 kPa,0.60 kPa,2
118,Mining Machinery & Materials Handling,Koepe winder slip criteria,2,"A Koepe winder is used to lift 100 m³/s of ore at a speed of 3 m/s. If the maximum allowable slip is 10% and the static factor of safety of the wire rope is 5, determine the minimum required tensile strength of the wire rope.",0.5 MPa,1.25 MPa,2.5 MPa,5 MPa,2
119,Mining Machinery & Materials Handling,Koepe winder slip criteria,2,"A Koepe winder is used in a coal mine to lift 50 m³/s of rock at 30° angle. The wire rope has a breaking load of 100 kN. If the static factor of safety is 5, what is the maximum permissible slip of the wire rope?",0.05 m,0.10 m,0.15 m,0.20 m,2
120,Mining Machinery & Materials Handling,Koepe winder slip criteria,2,"A Koepe winder is used to hoist a 50 m long rope with a mass of 100 kg/m. If the rope is wound at a speed of 10 m/s, and the maximum permissible slip is 10% of the rope mass, determine the minimum required static factor of safety for the wire rope.",2.5,3.2,4.1,5.5,2
121,Mining Machinery & Materials Handling,Koepe winder slip criteria,2,"A Koepe winder is designed to lift 1000 t/h of ore at a speed of 6 m/s. If the maximum allowed slip is 10% and the wire rope has a static factor of safety of 5, determine the minimum required tensile strength of the wire rope. The density of the ore is 3.5 t/m³.",10 kN/mm²,15 kN/mm²,20 kN/mm²,25 kN/mm²,2
122,Mining Machinery & Materials Handling,Koepe winder slip criteria,2,"A Koepe winder is designed to lift a load of 500 kN at a speed of 3 m/s. If the wire rope has a static factor of safety of 5, what is the maximum permissible slip (in %) for the given load?",1.1%,1.2%,1.5%,1.8%,2
123,Mining Machinery & Materials Handling,Koepe winder slip criteria,2,"A Koepe winder is used to lift a load of 1000 kN at a speed of 2 m/s. If the maximum allowed slip is 10% of the load, what is the minimum required tension in the wire rope, assuming a static factor of safety of 5? (Given: Young's modulus of the wire rope = 200 GPa)",10.0 MPa,12.0 MPa,15.0 MPa,20.0 MPa,2
124,Surface & Underground Mining Methods,Bord and Pillar depillaring,2,"A Bord and Pillar mine has a coal seam of thickness 3.5 m. The pillar width is 4.5 m. If the average density of coal is 1.4 t/m³, what is the maximum allowable pillar load in kN, considering a factor of safety of 2?",0.63 kN,1.26 kN,2.53 kN,5.06 kN,2
125,Surface & Underground Mining Methods,Bord and Pillar depillaring,2,"A bord and pillar mine is being operated with a pillar extraction ratio of 0.25. If the average pillar strength is 5.5 MPa, what is the maximum pillar size (in m) that can be extracted without causing a pillar failure?",2.2 m,2.5 m,3.0 m,3.5 m,2
126,Surface & Underground Mining Methods,Bord and Pillar depillaring,2,"A Bord and Pillar mine with a dimension of 10 m x 10 m x 6 m high has a pillar size of 2.5 m x 2.5 m. The coal seam has a density of 1.4 t/m³. If the pillar extraction ratio is 0.2, what is the volume of coal extracted per pillar?",1.5 m³,3 m³,4.5 m³,6 m³,2
127,Surface & Underground Mining Methods,Bord and Pillar depillaring,2,A bord and pillar mine has a pillar size of 6 m x 6 m x 6 m. The density of the ore is 3.5 t/m³. The uniaxial compressive strength of the ore is 120 MPa. The pillar is to be extracted by depillaring. The powder factor for the blasting operation is 0.6 kg/m³. What is the approximate stripping ratio for this mine?,0.8,1.2,1.5,2.0,2
128,Surface & Underground Mining Methods,Bord and Pillar depillaring,2,"A bord and pillar mine with a pillar extraction ratio of 0.4 is being operated. The average pillar strength is 2.5 MPa. The extracted coal has a bulk density of 0.7 t/m³. If the pillar extraction area is 1000 m², what is the total weight of coal extracted per square meter of pillar extraction area?",0.7 kN/m²,1.1 kN/m²,1.5 kN/m²,2.2 kN/m²,2
129,Surface & Underground Mining Methods,Bord and Pillar depillaring,2,"A bord and pillar mine with a coal seam thickness of 2.5 m is being depillared using a 5 m x 5 m pillar layout. The coal density is 1.4 t/m³. If the pillar is being depillared using a 45° cut, what is the approximate volume of coal (in m³) that will be extracted from the pillar per meter of cut?",2.5 m³/m,5.0 m³/m,7.5 m³/m,10.0 m³/m,2
